symbol	count	example_source
CALOFFW	32	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:7
CALONW	32	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:105
LEAK_VLT.VIV	32	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:106701
LEAK_I.VIW	32	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:107795
TP4	32	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:346810
NFCH	31	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:97
R1045	31	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:93445
ESTB	31	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102479
LVDEVICE.DLL	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/Final_Cal.zip.txt:7
FUN_21006610	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:498
FUN_21009580	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:10501
UAEJK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12114
UAEFFFFPADPAK1	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12459
UAEFFGF	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12949
UAEFKGJPAMJPAF1	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13989
UAEFKGPADJNG0FPAKPAGPAN0PAF	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:14298
FUN_21044380	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:45233
FUN_21095210	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:64912
FUN_21132380	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:68881
FUN_21067260	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:73453
FUN_21067760	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:73882
FUN_21136510	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:76843
FUN_21067020	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:79525
FUN_21145490	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:82661
FUN_21072470	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:89716
FUN_21080850	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:100027
FUN_21087470	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:108248
FUN_21088610	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:109453
FUN_21096660	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:109842
FUN_21099380	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:121666
UAE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:173070
UAEFFPAF	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:173231
FUN_21107390	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:203263
FUN_21115460	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:217163
UAEXAAE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231199
UAEXAAG	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231212
UAEXAAK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231225
UAEXPAX	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231238
UAEXPAXK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231251
UAEXABE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231282
UAEXABG	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231295
UAEXABK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231308
UAEXPBX	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231321
UAEXPBXK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:231335
UAEFFFKK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:239276
UAEFFPAF0	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:239290
UAEFFFFPAF	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:239349
UAEFFFFFF	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:239812
UAEFFFPAFK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:240215
UAEFFFPAF0	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:241750
FUN_21137810	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:246811
FUN_21142420	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:259425
FUN_21152661	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:264000
FUN_21188920	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:276370
FUN_21185240	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:296063
FUN_21192030	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:304207
FUN_21196550	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:305456
FUN_21198160	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:307913
FUN_21198050	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:308340
NOW.	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:178
BEEP30.LSB	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:355
BEEP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:494
RPVS	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:40496
LVINLBVWAD	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55833
HVICD	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69636
H-T3	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69708
DIGPRTWR.LSB	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70035
H5U	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70411
H6U	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70411
DIGPRTRD.LSB	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70445
GET_DIGPORTDESC_DATADIGPRTCF	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70804
DIGPRTCF.LSB	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70858
P4G3	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:97774
NSTDT	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:98151
ESR_CAL.VIV	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:99165
SDSP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102400
KDSP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102401
GROUP_ERR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102403
FNC_ERR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102404
ZERO_ALLOCATION	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102408
AMUX-64	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102425
LDAQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102431
XDAQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102431
DMA.PDAQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102435
TDAQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102435
AMUX-64T	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102445
PCMCIA	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102448
NIDAQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102448
CMOS	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102450
EISA	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102450
ADAQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102457
QDAQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102457
ECIC	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102465
ENOL	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102466
EADR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102467
EABO	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102470
EBTO	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102473
ECAP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102475
EOWN	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102477
ECMD	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102481
EMOM	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102497
EMIM	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102498
RTCP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102506
CTCP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102506
EOFL	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102511
SPTMO	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102515
DMLERR_DLL_NOT_INITIALIZED	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102522
DMLERR_DLL_USAGE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102523
APPCLASS_MONITOR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102523
APPCMD_CLIENTONLY	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102523
ZDDE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102523
DMLERR_EXECACKTIMEOUT	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102523
DMLERR_LOW_MEMORY	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
DMLERR_MEMORY_ERROR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
DMLERR_NOTPROCESSED	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
DMLERR_NO_CONV_ESTABLISHED	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
VDDE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
DMLERR_POKEACKTIMEOUT	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
TDDE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
DMLERR_POSTMSG_FAILED	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102525
DMLERR_REENTRANCY	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102526
DMLERR_SERVER_DIED	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102527
CDDE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102527
DMLERR_SYS_ERROR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102527
DDEML.QDDE	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102527
DMLERR_UNADVACKTIMEOUT	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102527
ABCDEFGHIJKL	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102530
STTA	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102672
XEK	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:103904
M6ZYM7ZY	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:104282
G04	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:104436
DIO_R-W.VIW	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:104598
QVWSPQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121068
RWPQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121522
SRVW	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121777
PQVS	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121786
QRVS	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121787
PWQR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:122543
PQSR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:122560
SRPW	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:123287
VQR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:123388
WSP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:123450
NJQV	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:126022
IDPR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:127128
QRWS	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:127763
RPSQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:128743
RSPQ	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:129951
JZC	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:142019
DIO_R-W.VIMD	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:343237
B70PD	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:346584
VSQWR	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361181
NFC	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:362983
GSQRP	30	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:377686
CALONMD	29	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:12
NOW.MD	29	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:177
READY	29	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:324498
GETDEVICECAPS	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_103FIN_EXE_decomp_full.txt:4621
LRESULT	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50222
LPSTR	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50242
FUN_21066870	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:80254
HKEY	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:199383
LAB_21108642	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:209100
DAT_21226508	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:349464
LLVIN	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:9
WAIT.VIPD	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:815
DEFAULT	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:104571
LOW	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:104573
HIGH	28	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:104576
VERSION.DAT	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/Final_Cal.zip.txt:11
DAT_1008_0010	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_decomp_full.txt:35
QPR	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:575
ZL0	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:14119
PICC	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:38528
PWV	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:41958
DDDDDD	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:51250
XLVIN	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52755
RD8840A.	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69582
PDFDS	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70021
TDLDR	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:76060
LDFDS	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:76395
PFTAB	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:76825
H473	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:83321
SETLD_RD.VIO	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:99211
HFTAB	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102648
TFPHP	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:103976
VIO	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:110414
CAP_CAL.	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:115871
WSR	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121404
P09	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:126958
CKI	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:142246
HFPHP	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:318481
DSTRG	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:361806
BDHP3	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:369175
ZXQR	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:370815
IEND	27	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:598156
FUN_21001320	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:136
FUN_21001580	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:219
FUN_21001790	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:301
FUN_21007910	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:430
FUN_21002720	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:1031
FUN_21004440	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4239
FUN_21004480	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:4258
FUN_21006000	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:6297
FUN_21006040	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:6316
FUN_21006130	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:6389
FUN_21006210	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:6462
FUN_21006650	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:6812
FUN_21008850	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:9527
FUN_21009070	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:10115
FUN_21009110	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:10157
FUN_21164290	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:44658
FUN_21154862	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:45442
CONCAT26	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53277
CONCAT24	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53277
FUN_21043810	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:55169
FUN_21044990	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:56514
FUN_21049650	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:58660
FUN_21048390	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:58988
FUN_21132880	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:61590
FUN_21095200	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:64911
FUN_21058980	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:70366
FUN_21067440	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:79666
FUN_21067500	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:79672
FUN_21067070	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:79723
FUN_21165100	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:83006
FUN_21135490	26	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:85894
