jump_site	mnemonic	target	ops
0x16E76	sjmp	0x16E50	0x16e50
0x16EB7	jnz	0x16EBF	0x16ebf
0x16EC5	jnz	0x16ECD	0x16ecd
0x16ED3	jnz	0x16EDB	0x16edb
0x16EEB	djnz	0x16EE6	r0, 0x16ee6
0x16EF8	jnb	0x16EFE	acc.7, 0x16efe                       ; [0xe0:1]=0
0x16EFC	sjmp	0x16EFF	0x16eff
0x16F0B	cjne	0x00008	a, #0x08, 0x16ef7
0x16F12	jnb	0x16F18	p1.6, 0x16f18                        ; [0x90:1]=0
0x16F20	jnz	0x16F28	0x16f28
0x16F2E	jnz	0x16F36	0x16f36
0x16F3C	jnz	0x16F44	0x16f44
0x16F51	jnb	0x16F57	acc.7, 0x16f57                       ; [0xe0:1]=0
0x16F55	sjmp	0x16F58	0x16f58
0x16F64	cjne	0x00008	a, #0x08, 0x16f50
0x16F6B	jnb	0x16F71	p1.6, 0x16f71                        ; [0x90:1]=0
0x16F79	jnz	0x16F81	0x16f81
0x16F87	jnz	0x16F8F	0x16f8f
0x16F97	jnz	0x16F9F	0x16f9f
0x16FA5	jnz	0x16FAD	0x16fad
0x16FB3	jnz	0x16FBB	0x16fbb
0x16FC3	jnz	0x16FCB	0x16fcb
0x16FD1	jnz	0x16FD9	0x16fd9
0x16FDF	jnz	0x16FE7	0x16fe7
0x16FF1	jnb	0x16FF7	acc.7, 0x16ff7                       ; [0xe0:1]=0
0x16FF5	sjmp	0x16FF8	0x16ff8
0x17004	cjne	0x00008	a, #0x08, 0x16ff0
0x1700B	jnb	0x17011	p1.6, 0x17011                        ; [0x90:1]=0
0x17019	jnz	0x17021	0x17021
0x17027	jnz	0x1702F	0x1702f
0x17035	jnz	0x1703D	0x1703d
0x1704D	jnc	0x1709D	0x1709d
0x17058	jnb	0x1705E	p1.6, 0x1705e                        ; [0x90:1]=0
0x17062	cjne	0x00008	a, #0x08, 0x17052
0x1706D	cjne	0x17074	a, r7, 0x17074                       ; [0x7:1]=0
0x17072	sjmp	0x17076	0x17076
0x1709B	sjmp	0x17044	0x17044
0x170A5	jnz	0x170AD	0x170ad
0x170B3	jnz	0x170BB	0x170bb
0x170C1	jnz	0x170C9	0x170c9
0x170D1	jnz	0x170D9	0x170d9
0x170DF	jnz	0x170E7	0x170e7
0x170ED	jnz	0x170F5	0x170f5
0x17142	jc	0x17147	0x17147
0x1714F	jnz	0x17157	0x17157
0x1715D	jnz	0x17165	0x17165
0x1716B	jnz	0x17173	0x17173
0x1717F	djnz	0x1717A	r0, 0x1717a
0x17195	jnb	0x1719B	acc.7, 0x1719b                       ; [0xe0:1]=0
0x17199	sjmp	0x1719C	0x1719c
0x171AE	cjne	0x00008	a, #0x08, 0x17190
0x171B5	jnb	0x171BB	p1.6, 0x171bb                        ; [0x90:1]=0
0x171C3	jnz	0x171CB	0x171cb
0x171D1	jnz	0x171D9	0x171d9
0x171DF	jnz	0x171E7	0x171e7
0x171FC	jnb	0x17202	acc.7, 0x17202                       ; [0xe0:1]=0
0x17200	sjmp	0x17203	0x17203
0x17215	cjne	0x00008	a, #0x08, 0x171f7
0x1721C	jnb	0x17222	p1.6, 0x17222                        ; [0x90:1]=0
0x1722A	jnz	0x17232	0x17232
0x17238	jnz	0x17240	0x17240
0x17246	jnz	0x1724E	0x1724e
0x1725E	jnc	0x172B4	0x172b4
0x1727A	jnb	0x17280	acc.7, 0x17280                       ; [0xe0:1]=0
0x1727E	sjmp	0x17281	0x17281
0x17293	cjne	0x00008	a, #0x08, 0x17275
0x1729A	jnb	0x172A0	p1.6, 0x172a0                        ; [0x90:1]=0
0x172B2	sjmp	0x17253	0x17253
0x172BC	jnz	0x172C4	0x172c4
0x172CA	jnz	0x172D2	0x172d2
0x172D8	jnz	0x172E0	0x172e0
0x172E8	jnz	0x172F0	0x172f0
0x172F6	jnz	0x172FE	0x172fe
0x17304	jnz	0x1730C	0x1730c
0x17329	jc	0x1732E	0x1732e
0x1732B	ljmp	0x17819	0x17819
0x17342	jz	0x1732E	0x1732e
0x17358	jz	0x17344	0x17344
0x1736E	jz	0x1735A	0x1735a
0x17384	jz	0x17370	0x17370
0x1739A	jz	0x17386	0x17386
0x173B0	jz	0x1739C	0x1739c
0x173C6	jz	0x173B2	0x173b2
0x173DC	jz	0x173C8	0x173c8
0x173F2	jz	0x173DE	0x173de
0x17408	jz	0x173F4	0x173f4
0x1741E	jz	0x1740A	0x1740a
0x17434	jz	0x17420	0x17420
0x1744A	jz	0x17436	0x17436
0x17460	jz	0x1744C	0x1744c
0x17476	jz	0x17462	0x17462
0x1748C	jz	0x17478	0x17478
0x174A2	jz	0x1748E	0x1748e
0x174B8	jz	0x174A4	0x174a4
0x174CE	jz	0x174BA	0x174ba
0x174E4	jz	0x174D0	0x174d0
0x174FA	jz	0x174E6	0x174e6
0x17510	jz	0x174FC	0x174fc
0x17526	jz	0x17512	0x17512
0x1753C	jz	0x17528	0x17528
0x17552	jz	0x1753E	0x1753e
0x17568	jz	0x17554	0x17554
0x1757E	jz	0x1756A	0x1756a
0x17594	jz	0x17580	0x17580
0x175AA	jz	0x17596	0x17596
0x175C0	jz	0x175AC	0x175ac
0x175D6	jz	0x175C2	0x175c2
0x175EC	jz	0x175D8	0x175d8
0x17602	jz	0x175EE	0x175ee
0x17618	jz	0x17604	0x17604
0x1762E	jz	0x1761A	0x1761a
0x17644	jz	0x17630	0x17630
0x1765A	jz	0x17646	0x17646
0x17670	jz	0x1765C	0x1765c
0x17686	jz	0x17672	0x17672
0x1769C	jz	0x17688	0x17688
0x176B2	jz	0x1769E	0x1769e
0x176C8	jz	0x176B4	0x176b4
0x176DE	jz	0x176CA	0x176ca
0x176F4	jz	0x176E0	0x176e0
0x1770A	jz	0x176F6	0x176f6
0x17720	jz	0x1770C	0x1770c
0x17736	jz	0x17722	0x17722
0x1774C	jz	0x17738	0x17738
0x17762	jz	0x1774E	0x1774e
0x17778	jz	0x17764	0x17764
0x1778E	jz	0x1777A	0x1777a
0x177A4	jz	0x17790	0x17790
0x177BA	jz	0x177A6	0x177a6
0x177D0	jz	0x177BC	0x177bc
0x177E6	jz	0x177D2	0x177d2
0x177FC	jz	0x177E8	0x177e8
0x17812	jz	0x17817	0x17817
0x17814	ljmp	0x17FE3	0x17fe3
0x17817	sjmp	0x177FE	0x177fe
0x17830	jbc	0x0002F	0x2f.1, 0x1789d                      ; [0x2f:1]=0
0x1783C	jb	0x0002F	0x2f.1, 0x17806                      ; [0x2f:1]=0
0x1784C	jnb	0x0002F	0x2f.2, 0x17892                      ; [0x2f:1]=0
0x1785C	jc	0x178D8	0x178d8
0x1785E	cjne	0x00000	r7, #0x00, 0x178a5
0x1786C	jnc	0x178E9	0x178e9
0x1787C	jz	0x178F9	0x178f9
0x1787E	cjne	0x00000	@r1, #0x00, 0x178e5
0x1788C	jnz	0x1790A	0x1790a
0x178BF	ajmp	0x17800	0x17800
0x178C3	ajmp	0x17804	0x17804
0x178C7	ajmp	0x17808	0x17808
0x178CB	ajmp	0x1780C	0x1780c
0x178CF	ajmp	0x17810	0x17810
0x178D3	ajmp	0x17814	0x17814
0x178D7	ajmp	0x17818	0x17818
0x178DB	ajmp	0x1781C	0x1781c
0x178DF	ajmp	0x17820	0x17820
0x178E3	ajmp	0x17824	0x17824
0x178E7	ajmp	0x17828	0x17828
0x178EB	ajmp	0x1782C	0x1782c
0x178EF	ajmp	0x17830	0x17830
0x178F3	ajmp	0x17834	0x17834
0x178F7	ljmp	0x1007F	0x1007f
0x178FF	ljmp	0x1087F	0x1087f
0x17907	ljmp	0x11000	0x11000
0x17925	jz	0x1792A	0x1792a
0x17927	ljmp	0x17FE3	0x17fe3
0x1792A	sjmp	0x1790D	0x1790d
0x17944	jz	0x17949	0x17949
0x17946	ljmp	0x17FE3	0x17fe3
0x17949	sjmp	0x1792C	0x1792c
0x17963	jz	0x17968	0x17968
0x17965	ljmp	0x17FE3	0x17fe3
0x17968	sjmp	0x1794B	0x1794b
0x17982	jz	0x17987	0x17987
0x17984	ljmp	0x17FE3	0x17fe3
0x17987	sjmp	0x1796A	0x1796a
0x179A1	jz	0x179A6	0x179a6
0x179A3	ljmp	0x17FE3	0x17fe3
0x179A6	sjmp	0x17989	0x17989
0x179C0	jz	0x179C5	0x179c5
0x179C2	ljmp	0x17FE3	0x17fe3
0x179C5	sjmp	0x179A8	0x179a8
0x179DF	jz	0x179E4	0x179e4
0x179E1	ljmp	0x17FE3	0x17fe3
0x179E4	sjmp	0x179C7	0x179c7
0x179FE	jz	0x17A03	0x17a03
0x17A00	ljmp	0x17FE3	0x17fe3
0x17A03	sjmp	0x179E6	0x179e6
0x17A1D	jz	0x17A22	0x17a22
0x17A1F	ljmp	0x17FE3	0x17fe3
0x17A22	sjmp	0x17A05	0x17a05
0x17A3C	jz	0x17A41	0x17a41
0x17A3E	ljmp	0x17FE3	0x17fe3
0x17A41	sjmp	0x17A24	0x17a24
0x17A5B	jz	0x17A60	0x17a60
0x17A5D	ljmp	0x17FE3	0x17fe3
0x17A60	sjmp	0x17A43	0x17a43
0x17A7A	jz	0x17A7F	0x17a7f
0x17A7C	ljmp	0x17FE3	0x17fe3
0x17A7F	sjmp	0x17A62	0x17a62
0x17A99	jz	0x17A9E	0x17a9e
0x17A9B	ljmp	0x17FE3	0x17fe3
0x17A9E	sjmp	0x17A81	0x17a81
0x17AB8	jz	0x17ABD	0x17abd
0x17ABA	ljmp	0x17FE3	0x17fe3
0x17ABD	sjmp	0x17AA0	0x17aa0
0x17AD7	jz	0x17ADC	0x17adc
0x17AD9	ljmp	0x17FE3	0x17fe3
0x17ADC	sjmp	0x17ABF	0x17abf
0x17AF6	jz	0x17AFB	0x17afb
0x17AF8	ljmp	0x17FE3	0x17fe3
0x17AFB	sjmp	0x17ADE	0x17ade
0x17B15	jz	0x17B1A	0x17b1a
0x17B17	ljmp	0x17FE3	0x17fe3
0x17B1A	sjmp	0x17AFD	0x17afd
0x17B34	jz	0x17B39	0x17b39
0x17B36	ljmp	0x17FE3	0x17fe3
0x17B39	sjmp	0x17B1C	0x17b1c
0x17B53	jz	0x17B58	0x17b58
0x17B55	ljmp	0x17FE3	0x17fe3
0x17B58	sjmp	0x17B3B	0x17b3b
0x17B72	jz	0x17B77	0x17b77
0x17B74	ljmp	0x17FE3	0x17fe3
0x17B77	sjmp	0x17B5A	0x17b5a
0x17B91	jz	0x17B96	0x17b96
0x17B93	ljmp	0x17FE3	0x17fe3
0x17B96	sjmp	0x17B79	0x17b79
0x17BB0	jz	0x17BB5	0x17bb5
0x17BB2	ljmp	0x17FE3	0x17fe3
0x17BB5	sjmp	0x17B98	0x17b98
0x17BCF	jz	0x17BD4	0x17bd4
0x17BD1	ljmp	0x17FE3	0x17fe3
0x17BD4	sjmp	0x17BB7	0x17bb7
0x17BEE	jz	0x17BF3	0x17bf3
0x17BF0	ljmp	0x17FE3	0x17fe3
0x17BF3	sjmp	0x17BD6	0x17bd6
0x17C0D	jz	0x17C12	0x17c12
0x17C0F	ljmp	0x17FE3	0x17fe3
0x17C12	sjmp	0x17BF5	0x17bf5
0x17C2C	jz	0x17C31	0x17c31
0x17C2E	ljmp	0x17FE3	0x17fe3
0x17C31	sjmp	0x17C14	0x17c14
0x17C4B	jz	0x17C50	0x17c50
0x17C4D	ljmp	0x17FE3	0x17fe3
0x17C50	sjmp	0x17C33	0x17c33
0x17C6A	jz	0x17C6F	0x17c6f
0x17C6C	ljmp	0x17FE3	0x17fe3
0x17C6F	sjmp	0x17C52	0x17c52
0x17C89	jz	0x17C8E	0x17c8e
0x17C8B	ljmp	0x17FE3	0x17fe3
0x17C8E	sjmp	0x17C71	0x17c71
0x17CA8	jz	0x17CAD	0x17cad
0x17CAA	ljmp	0x17FE3	0x17fe3
0x17CAD	sjmp	0x17C90	0x17c90
0x17CC7	jz	0x17CCC	0x17ccc
0x17CC9	ljmp	0x17FE3	0x17fe3
0x17CCC	sjmp	0x17CAF	0x17caf
0x17CE6	jz	0x17CEB	0x17ceb
0x17CE8	ljmp	0x17FE3	0x17fe3
0x17CEB	sjmp	0x17CCE	0x17cce
0x17D05	jz	0x17D0A	0x17d0a
0x17D07	ljmp	0x17FE3	0x17fe3
0x17D0A	sjmp	0x17CED	0x17ced
0x17D24	jz	0x17D29	0x17d29
0x17D26	ljmp	0x17FE3	0x17fe3
0x17D29	sjmp	0x17D0C	0x17d0c
0x17D43	jz	0x17D48	0x17d48
0x17D45	ljmp	0x17FE3	0x17fe3
0x17D48	sjmp	0x17D2B	0x17d2b
0x17D62	jz	0x17D67	0x17d67
0x17D64	ljmp	0x17FE3	0x17fe3
0x17D67	sjmp	0x17D4A	0x17d4a
0x17D81	jz	0x17D86	0x17d86
0x17D83	ljmp	0x17FE3	0x17fe3
0x17D86	sjmp	0x17D69	0x17d69
0x17DA0	jz	0x17DA5	0x17da5
0x17DA2	ljmp	0x17FE3	0x17fe3
0x17DA5	sjmp	0x17D88	0x17d88
0x17DBF	jz	0x17DC4	0x17dc4
0x17DC1	ljmp	0x17FE3	0x17fe3
0x17DC4	sjmp	0x17DA7	0x17da7
0x17DDE	jz	0x17DE3	0x17de3
0x17DE0	ljmp	0x17FE3	0x17fe3
0x17DE3	sjmp	0x17DC6	0x17dc6
0x17DFD	jz	0x17E02	0x17e02
0x17DFF	ljmp	0x17FE3	0x17fe3
0x17E02	sjmp	0x17DE5	0x17de5
0x17E1C	jz	0x17E21	0x17e21
0x17E1E	ljmp	0x17FE3	0x17fe3
0x17E21	sjmp	0x17E04	0x17e04
0x17E3B	jz	0x17E40	0x17e40
0x17E3D	ljmp	0x17FE3	0x17fe3
0x17E40	sjmp	0x17E23	0x17e23
0x17E5A	jz	0x17E5F	0x17e5f
0x17E5C	ljmp	0x17FE3	0x17fe3
0x17E5F	sjmp	0x17E42	0x17e42
0x17E79	jz	0x17E7E	0x17e7e
0x17E7B	ljmp	0x17FE3	0x17fe3
0x17E7E	sjmp	0x17E61	0x17e61
0x17E98	jz	0x17E9D	0x17e9d
0x17E9A	ljmp	0x17FE3	0x17fe3
0x17E9D	sjmp	0x17E80	0x17e80
0x17EB7	jz	0x17EBC	0x17ebc
0x17EB9	ljmp	0x17FE3	0x17fe3
0x17EBC	sjmp	0x17E9F	0x17e9f
0x17ED6	jz	0x17EDB	0x17edb
0x17ED8	ljmp	0x17FE3	0x17fe3
0x17EDB	sjmp	0x17EBE	0x17ebe
0x17EF5	jz	0x17EFA	0x17efa
0x17EF7	ljmp	0x17FE3	0x17fe3
0x17EFA	sjmp	0x17EDD	0x17edd
0x17F14	jz	0x17F19	0x17f19
0x17F16	ljmp	0x17FE3	0x17fe3
0x17F19	sjmp	0x17EFC	0x17efc
0x17F33	jz	0x17F38	0x17f38
0x17F35	ljmp	0x17FE3	0x17fe3
0x17F38	sjmp	0x17F1B	0x17f1b
0x17F52	jz	0x17F57	0x17f57
0x17F54	ljmp	0x17FE3	0x17fe3
0x17F57	sjmp	0x17F3A	0x17f3a
0x17F71	jnz	0x17FE3	0x17fe3
0x17F73	sjmp	0x17F59	0x17f59
0x17F8D	jnz	0x17FE3	0x17fe3
0x17F8F	sjmp	0x17F75	0x17f75
0x17FA9	jnz	0x17FE3	0x17fe3
0x17FAB	sjmp	0x17F91	0x17f91
0x17FC5	jnz	0x17FE3	0x17fe3
0x17FC7	sjmp	0x17FAD	0x17fad
0x17FE1	jz	0x17FC9	0x17fc9
0x18043	jnb	0x00021	0x21.0, 0x18049                      ; [0x21:1]=0
0x18096	jnz	0x180A3	0x180a3
0x18158	jc	0x1815F	0x1815f
0x1815D	sjmp	0x18145	0x18145
0x18196	jc	0x18198	0x18198
0x181BA	jz	0x181BF	0x181bf
0x181BC	ljmp	0x18239	0x18239
0x181D0	jc	0x18244	0x18244
0x18200	jnb	0x00026	0x26.0, 0x18210                      ; [0x26:1]=0
0x1820E	sjmp	0x18222	0x18222
0x18219	jnz	0x18210	0x18210
0x1828C	jc	0x18291	0x18291
0x1828E	ljmp	0x183F8	0x183f8
0x1829A	jnz	0x1829F	0x1829f
0x1829C	ljmp	0x183F8	0x183f8
0x182AF	jnc	0x182B4	0x182b4
0x182B1	ljmp	0x1838B	0x1838b
0x182C1	jc	0x182C6	0x182c6
0x182C3	ljmp	0x1838B	0x1838b
0x1833E	jc	0x1834B	0x1834b
0x18349	sjmp	0x18354	0x18354
0x18357	jnb	0x00026	0x26.0, 0x18367                      ; [0x26:1]=0
0x18365	sjmp	0x18372	0x18372
0x18370	jnz	0x18367	0x18367
0x18394	jnz	0x1839C	0x1839c
0x183A9	jnc	0x183CC	0x183cc
0x183C4	jnz	0x183CC	0x183cc
0x183F5	ljmp	0x1827F	0x1827f
0x1842F	jnz	0x1843C	0x1843c
0x1844F	jc	0x18423	0x18423
0x1845D	jc	0x1845F	0x1845f
0x1847A	jnz	0x18480	0x18480
0x18480	jnz	0x184BA	0x184ba
0x184AD	jnc	0x1848D	0x1848d
0x184EA	jnz	0x184F7	0x184f7
0x1851F	jnc	0x18526	0x18526
0x18524	sjmp	0x1850C	0x1850c
0x1855F	jnz	0x1856C	0x1856c
0x185A6	jnc	0x185AD	0x185ad
0x185AB	sjmp	0x18593	0x18593
0x185EB	jnz	0x185F8	0x185f8
0x18621	jz	0x18628	0x18628
0x18623	jc	0x18628	0x18628
0x18625	ljmp	0x18720	0x18720
0x18679	jc	0x1867E	0x1867e
0x1867B	ljmp	0x18709	0x18709
0x186A6	jz	0x186AA	0x186aa
0x186A8	jnc	0x186BA	0x186ba
0x186B0	jnz	0x186B8	0x186b8
0x186B8	sjmp	0x18709	0x18709
0x186F7	jz	0x186FB	0x186fb
0x186F9	jnc	0x18709	0x18709
0x18701	jnz	0x18709	0x18709
0x18716	jc	0x18727	0x18727
0x1871E	sjmp	0x18727	0x18727
0x1876F	jnc	0x18776	0x18776
0x1878D	jnz	0x1879A	0x1879a
0x187C0	jnz	0x187C6	0x187c6
0x187C6	jnz	0x187E2	0x187e2
0x187F2	jz	0x187F7	0x187f7
0x187F4	ljmp	0x18121	0x18121
0x1881C	jb	0x00020	0x20.0, 0x18822                      ; [0x20:1]=0
0x1881F	ljmp	0x18902	0x18902
0x1882B	jnz	0x18888	0x18888
0x18830	jz	0x1884A	0x1884a
0x18833	jz	0x18861	0x18861
0x18836	jz	0x18842	0x18842
0x18839	jz	0x18878	0x18878
0x1883C	jz	0x18880	0x18880
0x18840	jnz	0x18888	0x18888
0x18848	sjmp	0x1889F	0x1889f
0x1887E	sjmp	0x1889F	0x1889f
0x18886	sjmp	0x1889F	0x1889f
0x188B3	jc	0x188D1	0x188d1
0x188CF	sjmp	0x18902	0x18902
0x188E5	jnc	0x18902	0x18902
0x18902	jnb	0x00026	0x26.0, 0x18928                      ; [0x26:1]=0
0x18905	jb	0x00025	0x25.5, 0x18928                      ; [0x25:1]=0
0x1890D	jnz	0x18912	0x18912
0x18912	jz	0x18917	0x18917
0x18914	jb	0x00025	0x25.0, 0x18928                      ; [0x25:1]=0
0x18974	jnz	0x1897A	0x1897a
0x1897A	jnz	0x1898D	0x1898d
0x18A83	jz	0x18A8E	0x18a8e
0x18A86	jnz	0x18A94	0x18a94
0x18A8C	sjmp	0x18A94	0x18a94
0x18AA5	jz	0x18AC9	0x18ac9
0x18AA8	jz	0x18AE1	0x18ae1
0x18AAB	jz	0x18AF9	0x18af9
0x18AAF	jnz	0x18B11	0x18b11
0x18AC7	sjmp	0x18B1A	0x18b1a
0x18ADF	sjmp	0x18B1A	0x18b1a
0x18AF7	sjmp	0x18B1A	0x18b1a
0x18B0F	sjmp	0x18B1A	0x18b1a
0x18B53	sjmp	0x18B55	0x18b55
0x18B66	jnc	0x18B73	0x18b73
0x18B71	jnc	0x18B78	0x18b78
0x18B92	jnc	0x18BE5	0x18be5
0x18BDB	jnz	0x18BE3	0x18be3
0x18BE3	sjmp	0x18B7F	0x18b7f
0x18BF0	jnz	0x18C08	0x18c08
0x18C06	sjmp	0x18C22	0x18c22
0x18C0C	jnz	0x18C22	0x18c22
0x18CD6	jz	0x18CDA	0x18cda
0x18CD8	jnc	0x18CE8	0x18ce8
0x18CE0	jnz	0x18CE8	0x18ce8
0x18D4D	jc	0x18D33	0x18d33
0x18E00	jnc	0x18E3B	0x18e3b
0x18E12	jnz	0x18E1A	0x18e1a
0x18E29	jc	0x18E09	0x18e09
0x18E31	jnz	0x18E39	0x18e39
0x18E39	sjmp	0x18DE7	0x18de7
0x18ECC	jnb	0x00021	0x21.0, 0x18ed4                      ; [0x21:1]=0
0x18ED4	jnb	0x00020	0x20.5, 0x18eff                      ; [0x20:1]=0
0x18EF0	jc	0x18EFF	0x18eff
0x18EFD	sjmp	0x18F0A	0x18f0a
0x18F0E	jz	0x18F34	0x18f34
0x18F52	jz	0x18F8B	0x18f8b
0x18F5F	jnc	0x18F8B	0x18f8b
0x18F8B	jnb	0x00020	0x20.0, 0x19000                      ; [0x20:1]=0
0x18F97	jnz	0x18FBC	0x18fbc
0x18F9C	jz	0x18FAD	0x18fad
0x18F9F	jz	0x18FB2	0x18fb2
0x18FA2	jz	0x18FB7	0x18fb7
0x18FA6	jnz	0x18FBC	0x18fbc
0x18FAB	sjmp	0x19000	0x19000
0x18FB0	sjmp	0x19000	0x19000
0x18FB5	sjmp	0x19000	0x19000
0x18FBA	sjmp	0x19000	0x19000
0x18FD2	jnz	0x18FC9	0x18fc9
0x18FE5	jnb	0x00026	0x26.0, 0x18ff8                      ; [0x26:1]=0
0x19003	jb	0x00020	0x20.5, 0x1906a                      ; [0x20:1]=0
0x19022	jnb	0x00026	0x26.0, 0x19041                      ; [0x26:1]=0
0x1903F	sjmp	0x1904C	0x1904c
0x1904A	jnz	0x19041	0x19041
0x19086	jc	0x190A5	0x190a5
0x190A1	jz	0x19100	0x19100
0x190A3	jc	0x19100	0x19100
0x190C1	jnb	0x00026	0x26.0, 0x190da                      ; [0x26:1]=0
0x190D8	sjmp	0x190E5	0x190e5
0x190E3	jnz	0x190DA	0x190da
0x1911C	jc	0x1913B	0x1913b
0x19137	jz	0x1919C	0x1919c
0x19139	jc	0x1919C	0x1919c
0x1913B	jnb	0x00020	0x20.1, 0x1919c                      ; [0x20:1]=0
0x1915A	jnb	0x00026	0x26.0, 0x19173                      ; [0x26:1]=0
0x19171	sjmp	0x1917E	0x1917e
0x1917C	jnz	0x19173	0x19173
0x191B8	jnc	0x191F3	0x191f3
0x19217	jz	0x1921B	0x1921b
0x19219	jnc	0x1921E	0x1921e
0x1921B	ljmp	0x192B7	0x192b7
0x19227	ajmp	0x19200	0x19200
0x192B4	ljmp	0x1936E	0x1936e
0x19356	jnc	0x19364	0x19364
0x1935E	ajmp	0x192A0	0x192a0
0x19362	sjmp	0x1936E	0x1936e
0x1936A	jc	0x1930C	0x1930c
0x19396	jz	0x193B2	0x193b2
0x19398	jc	0x193B2	0x193b2
0x193EF	jnc	0x193F6	0x193f6
0x1942B	jz	0x19439	0x19439
0x1942D	jc	0x19439	0x19439
0x19437	sjmp	0x19440	0x19440
0x19450	jnz	0x1945A	0x1945a
0x19461	sjmp	0x19463	0x19463
0x19481	jz	0x19488	0x19488
0x19483	jc	0x19488	0x19488
0x19485	ljmp	0x1956D	0x1956d
0x19491	jnz	0x1949B	0x1949b
0x194FC	jc	0x19508	0x19508
0x1951A	jz	0x19523	0x19523
0x1953C	jz	0x19548	0x19548
0x1953E	jc	0x19548	0x19548
0x1956A	ljmp	0x19464	0x19464
0x19579	jnz	0x19586	0x19586
0x1958A	jnz	0x195E5	0x195e5
0x1958F	jnb	0x00025	0x25.7, 0x195d1                      ; [0x25:1]=0
0x1959F	jc	0x195C8	0x195c8
0x195C6	sjmp	0x195E5	0x195e5
0x195CF	sjmp	0x195E5	0x195e5
0x1960F	jnc	0x19614	0x19614
0x19611	ljmp	0x196AA	0x196aa
0x19618	cjne	0x000FF	a, #0xff, 0x19631
0x19622	jnc	0x19631	0x19631
0x1962F	sjmp	0x1963F	0x1963f
0x1963F	jb	0x00025	0x25.7, 0x196a4                      ; [0x25:1]=0
0x19655	jnc	0x196A4	0x196a4
0x196A7	ljmp	0x1973C	0x1973c
0x196B7	jc	0x196BC	0x196bc
0x196B9	ljmp	0x19735	0x19735
0x196C0	cjne	0x000FF	a, #0xff, 0x196c9
0x196D4	jb	0x00025	0x25.7, 0x1973c                      ; [0x25:1]=0
0x196E4	jc	0x1973C	0x1973c
0x19733	sjmp	0x1973C	0x1973c
0x19747	jz	0x19754	0x19754
0x19752	jc	0x19765	0x19765
0x19758	jz	0x1976E	0x1976e
0x19763	jc	0x1976E	0x1976e
0x19769	jnz	0x1976E	0x1976e
0x1976B	ljmp	0x195E5	0x195e5
0x19777	jnz	0x19781	0x19781
0x1978D	jnc	0x19791	0x19791
0x1979A	jc	0x1979F	0x1979f
0x197E1	jc	0x1982C	0x1982c
0x19829	ljmp	0x198D3	0x198d3
0x1983A	jnc	0x19845	0x19845
0x19843	jnc	0x19857	0x19857
0x1984C	jc	0x19851	0x19851
0x1984E	ljmp	0x198D3	0x198d3
0x19855	jnz	0x198D3	0x198d3
0x19861	jz	0x19870	0x19870
0x198EF	jz	0x19959	0x19959
0x198F1	jc	0x19959	0x19959
0x19957	sjmp	0x19987	0x19987
0x19972	jnz	0x19987	0x19987
0x199B1	jnc	0x19A0B	0x19a0b
0x19A08	ljmp	0x19AB6	0x19ab6
0x19A35	jz	0x19A90	0x19a90
0x19A37	jc	0x19A90	0x19a90
0x19A8E	sjmp	0x19AB6	0x19ab6
0x19AB9	jnb	0x00026	0x26.0, 0x19b2b                      ; [0x26:1]=0
0x19ABC	jnb	0x00025	0x25.0, 0x19acb                      ; [0x25:1]=0
0x19AC4	jnz	0x19AC9	0x19ac9
0x19AC9	jnz	0x19B2B	0x19b2b
0x19ACE	jnb	0x00025	0x25.3, 0x19af8                      ; [0x25:1]=0
0x19AD5	cjne	0x000FF	a, #0xff, 0x19ae5
0x19AE3	sjmp	0x19B28	0x19b28
0x19AF6	sjmp	0x19B28	0x19b28
0x19AFC	cjne	0x000FF	a, #0xff, 0x19b0c
0x19B0A	sjmp	0x19B28	0x19b28
0x19B6C	jnc	0x19BCE	0x19bce
0x19B74	jc	0x19BCE	0x19bce
0x19BB8	jnc	0x19BCE	0x19bce
0x19BCC	sjmp	0x19B8B	0x19b8b
0x19BEB	jz	0x19BF0	0x19bf0
0x19BED	ljmp	0x19570	0x19570
0x19C28	jb	0x00020	0x20.0, 0x19c2e                      ; [0x20:1]=0
0x19C2B	ljmp	0x19FA9	0x19fa9
0x19C2E	jb	0x00020	0x20.1, 0x19c34                      ; [0x20:1]=0
0x19C31	ljmp	0x19FA9	0x19fa9
0x19C40	jz	0x19C45	0x19c45
0x19C42	ljmp	0x19ED7	0x19ed7
0x19C48	jnz	0x19C4D	0x19c4d
0x19C4A	ljmp	0x19D2E	0x19d2e
0x19C4E	jnz	0x19C53	0x19c53
0x19C50	ljmp	0x19D61	0x19d61
0x19C54	jnz	0x19C59	0x19c59
0x19C56	ljmp	0x19D9F	0x19d9f
0x19C5A	jnz	0x19C5F	0x19c5f
0x19C5C	ljmp	0x19DB1	0x19db1
0x19C60	jnz	0x19C65	0x19c65
0x19C62	ljmp	0x19EC5	0x19ec5
0x19C67	jz	0x19C6C	0x19c6c
0x19C69	ljmp	0x19ED7	0x19ed7
0x19C99	jnc	0x19CD0	0x19cd0
0x19CCE	sjmp	0x19D28	0x19d28
0x19D1C	jnc	0x19D28	0x19d28
0x19D2B	ljmp	0x19F15	0x19f15
0x19D41	jnb	0x00026	0x26.0, 0x19d5b                      ; [0x26:1]=0
0x19D76	jnz	0x19D6D	0x19d6d
0x19D7F	jnb	0x00026	0x26.0, 0x19d99                      ; [0x26:1]=0
