jump_site	mnemonic	target	ops
0x1D60F	jc	0x1D638	0x1d638
0x1D636	sjmp	0x1D659	0x1d659
0x1D668	jnb	0x00026	0x26.0, 0x1d676                      ; [0x26:1]=0
0x1D66B	jnb	0x00025	0x25.5, 0x1d676                      ; [0x25:1]=0
0x1D673	ljmp	0x1CAB4	0x1cab4
0x1D67F	jnc	0x1D684	0x1d684
0x1D681	ljmp	0x1CAD5	0x1cad5
0x1D684	ljmp	0x1CAB4	0x1cab4
0x1D73D	jz	0x1D74F	0x1d74f
0x1D73F	jc	0x1D74F	0x1d74f
0x1D74A	jnc	0x1D74F	0x1d74f
0x1D758	jc	0x1D75D	0x1d75d
0x1D75A	ljmp	0x1E4DB	0x1e4db
0x1D774	jnc	0x1D798	0x1d798
0x1D795	ljmp	0x1D92A	0x1d92a
0x1D7B1	jnc	0x1D7D5	0x1d7d5
0x1D7D2	ljmp	0x1D92A	0x1d92a
0x1D7EE	jnc	0x1D812	0x1d812
0x1D80F	ljmp	0x1D92A	0x1d92a
0x1D82B	jnc	0x1D84F	0x1d84f
0x1D84C	ljmp	0x1D92A	0x1d92a
0x1D868	jnc	0x1D88C	0x1d88c
0x1D889	ljmp	0x1D92A	0x1d92a
0x1D8A5	jnc	0x1D8BD	0x1d8bd
0x1D8BB	sjmp	0x1D92A	0x1d92a
0x1D8D6	jnc	0x1D92A	0x1d92a
0x1D8F1	jz	0x1D916	0x1d916
0x1D8F3	jc	0x1D916	0x1d916
0x1D914	sjmp	0x1D92A	0x1d92a
0x1D971	jnc	0x1D999	0x1d999
0x1D996	ljmp	0x1DB1D	0x1db1d
0x1D9B2	jnc	0x1D9D4	0x1d9d4
0x1D9D1	ljmp	0x1DB1D	0x1db1d
0x1D9ED	jnc	0x1DA0F	0x1da0f
0x1DA0C	ljmp	0x1DB1D	0x1db1d
0x1DA28	jnc	0x1DA4A	0x1da4a
0x1DA47	ljmp	0x1DB1D	0x1db1d
0x1DA63	jnc	0x1DA85	0x1da85
0x1DA82	ljmp	0x1DB1D	0x1db1d
0x1DA9E	jnc	0x1DAB4	0x1dab4
0x1DAB2	sjmp	0x1DB1D	0x1db1d
0x1DACD	jnc	0x1DB1D	0x1db1d
0x1DAE8	jz	0x1DB0B	0x1db0b
0x1DAEA	jc	0x1DB0B	0x1db0b
0x1DB09	sjmp	0x1DB1D	0x1db1d
0x1DB36	jc	0x1DB3B	0x1db3b
0x1DB38	ljmp	0x1DDAE	0x1ddae
0x1DB4B	jc	0x1DB50	0x1db50
0x1DB4D	ljmp	0x1DBDB	0x1dbdb
0x1DB59	jnc	0x1DB5E	0x1db5e
0x1DB5B	ljmp	0x1DBDB	0x1dbdb
0x1DB64	jnc	0x1DB82	0x1db82
0x1DBD8	ljmp	0x1DD6B	0x1dd6b
0x1DBEB	jc	0x1DBF0	0x1dbf0
0x1DBED	ljmp	0x1DC7B	0x1dc7b
0x1DBF9	jnc	0x1DBFE	0x1dbfe
0x1DBFB	ljmp	0x1DC7B	0x1dc7b
0x1DC04	jnc	0x1DC22	0x1dc22
0x1DC78	ljmp	0x1DD6B	0x1dd6b
0x1DC89	jnc	0x1DCA7	0x1dca7
0x1DDAB	ljmp	0x1E520	0x1e520
0x1DDC7	jc	0x1DDCC	0x1ddcc
0x1DDC9	ljmp	0x1DE9E	0x1de9e
0x1DE9B	ljmp	0x1E520	0x1e520
0x1DEB7	jc	0x1DEBC	0x1debc
0x1DEB9	ljmp	0x1E015	0x1e015
0x1DECC	jnc	0x1DF00	0x1df00
0x1DEFD	ljmp	0x1DFD2	0x1dfd2
0x1E012	ljmp	0x1E520	0x1e520
0x1E02E	jc	0x1E033	0x1e033
0x1E030	ljmp	0x1E12A	0x1e12a
0x1E127	ljmp	0x1E520	0x1e520
0x1E143	jc	0x1E148	0x1e148
0x1E145	ljmp	0x1E221	0x1e221
0x1E21E	ljmp	0x1E520	0x1e520
0x1E23A	jc	0x1E23F	0x1e23f
0x1E23C	ljmp	0x1E371	0x1e371
0x1E24F	jnc	0x1E27B	0x1e27b
0x1E278	ljmp	0x1E34D	0x1e34d
0x1E36E	ljmp	0x1E520	0x1e520
0x1E38A	jc	0x1E38F	0x1e38f
0x1E38C	ljmp	0x1E520	0x1e520
0x1E42E	jnc	0x1E44E	0x1e44e
0x1E495	jz	0x1E4B8	0x1e4b8
0x1E497	jc	0x1E4B8	0x1e4b8
0x1E4B6	sjmp	0x1E4CA	0x1e4ca
0x1E4D9	sjmp	0x1E520	0x1e520
0x1E4DF	cjne	0x00008	a, #0x08, 0x1e502
0x1E500	sjmp	0x1E520	0x1e520
0x1E552	jb	0x00020	0x20.2, 0x1e558                      ; [0x20:1]=0
0x1E555	ljmp	0x1E67E	0x1e67e
0x1E558	jb	0x00020	0x20.3, 0x1e55e                      ; [0x20:1]=0
0x1E55B	ljmp	0x1E67E	0x1e67e
0x1E55E	jb	0x00020	0x20.4, 0x1e564                      ; [0x20:1]=0
0x1E561	ljmp	0x1E67E	0x1e67e
0x1E57D	jnz	0x1E582	0x1e582
0x1E57F	ljmp	0x1E67E	0x1e67e
0x1E58B	jc	0x1E590	0x1e590
0x1E58D	ljmp	0x1E67E	0x1e67e
0x1E5E3	jnc	0x1E600	0x1e600
0x1E5FD	ljmp	0x1E68D	0x1e68d
0x1E646	jz	0x1E664	0x1e664
0x1E648	jc	0x1E664	0x1e664
0x1E662	sjmp	0x1E68D	0x1e68d
0x1E67C	sjmp	0x1E68D	0x1e68d
0x1E691	jz	0x1E6A2	0x1e6a2
0x1E6A2	jb	0x00026	0x26.0, 0x1e6a8                      ; [0x26:1]=0
0x1E6A5	ljmp	0x1E76F	0x1e76f
0x1E6A8	jnb	0x00025	0x25.0, 0x1e6b8                      ; [0x25:1]=0
0x1E6AF	jnz	0x1E6B3	0x1e6b3
0x1E6B3	jnz	0x1E6B8	0x1e6b8
0x1E6B5	ljmp	0x1E76F	0x1e76f
0x1E6BC	cjne	0x00007	a, #0x07, 0x1e6c9
0x1E6C6	ljmp	0x1E76A	0x1e76a
0x1E6CD	cjne	0x00008	a, #0x08, 0x1e6e2
0x1E6DF	ljmp	0x1E76A	0x1e76a
0x1E6E6	jnz	0x1E6EC	0x1e6ec
0x1E6EC	jnz	0x1E6FF	0x1e6ff
0x1E6FD	sjmp	0x1E71A	0x1e71a
0x1E703	jnz	0x1E709	0x1e709
0x1E709	jnz	0x1E71A	0x1e71a
0x1E76F	jnb	0x00024	0x24.1, 0x1e77a                      ; [0x24:1]=0
0x1E772	jb	0x00024	0x24.5, 0x1e77a                      ; [0x24:1]=0
0x1E79C	jc	0x1E7BB	0x1e7bb
0x1E7B7	jz	0x1E7C3	0x1e7c3
0x1E7B9	jc	0x1E7C3	0x1e7c3
0x1E7DA	jnc	0x1E7E7	0x1e7e7
0x1E7E5	sjmp	0x1E7F0	0x1e7f0
0x1E84D	jc	0x1E833	0x1e833
0x1E87D	jnc	0x1E8A0	0x1e8a0
0x1E89E	sjmp	0x1E8BF	0x1e8bf
0x1E8FC	jc	0x1E8E2	0x1e8e2
0x1E90B	cjne	0x00007	a, #0x07, 0x1e90e
0x1E90E	jnc	0x1E979	0x1e979
0x1E916	jmp		@a+dptr
0x1E917	ljmp	0x1E92C	0x1e92c
0x1E91A	ljmp	0x1E938	0x1e938
0x1E91D	ljmp	0x1E944	0x1e944
0x1E920	ljmp	0x1E950	0x1e950
0x1E923	ljmp	0x1E95B	0x1e95b
0x1E926	ljmp	0x1E966	0x1e966
0x1E929	ljmp	0x1E971	0x1e971
0x1E936	sjmp	0x1E979	0x1e979
0x1E942	sjmp	0x1E979	0x1e979
0x1E94E	sjmp	0x1E979	0x1e979
0x1E959	sjmp	0x1E979	0x1e979
0x1E964	sjmp	0x1E979	0x1e979
0x1E96F	sjmp	0x1E979	0x1e979
0x1E9E4	jc	0x1E993	0x1e993
0x1EA8D	jc	0x1EA3C	0x1ea3c
0x1EAE4	jc	0x1EAE9	0x1eae9
0x1EAE6	ljmp	0x1ECDA	0x1ecda
0x1ECD7	ljmp	0x1EEC8	0x1eec8
0x1EF1D	jc	0x1EF42	0x1ef42
0x1EF3E	jz	0x1EF48	0x1ef48
0x1EF40	jc	0x1EF48	0x1ef48
0x1EFA7	jz	0x1EFDB	0x1efdb
0x1EFD9	sjmp	0x1EFA4	0x1efa4
0x1F070	jnc	0x1F087	0x1f087
0x1F076	cjne	0x00000	r3, #0x00, 0x1f07a
0x1F07E	jnz	0x1F075	0x1f075
0x1F081	cjne	0x00000	r5, #0x00, 0x1f085
0x1F085	sjmp	0x1F065	0x1f065
0x1F10C	jnc	0x1F12B	0x1f12b
0x1F129	sjmp	0x1F103	0x1f103
0x1F14D	cjne	0x0000A	a, #0x0a, 0x1f150
0x1F150	jnc	0x1F1C3	0x1f1c3
0x1F158	jmp		@a+dptr
0x1F159	ljmp	0x1F177	0x1f177
0x1F15C	ljmp	0x1F182	0x1f182
0x1F15F	ljmp	0x1F189	0x1f189
0x1F162	ljmp	0x1F190	0x1f190
0x1F165	ljmp	0x1F197	0x1f197
0x1F168	ljmp	0x1F19E	0x1f19e
0x1F16B	ljmp	0x1F1A5	0x1f1a5
0x1F16E	ljmp	0x1F1AC	0x1f1ac
0x1F171	ljmp	0x1F1B3	0x1f1b3
0x1F174	ljmp	0x1F1BA	0x1f1ba
0x1F180	sjmp	0x1F1C3	0x1f1c3
0x1F187	sjmp	0x1F1C3	0x1f1c3
0x1F18E	sjmp	0x1F1C3	0x1f1c3
0x1F195	sjmp	0x1F1C3	0x1f1c3
0x1F19C	sjmp	0x1F1C3	0x1f1c3
0x1F1A3	sjmp	0x1F1C3	0x1f1c3
0x1F1AA	sjmp	0x1F1C3	0x1f1c3
0x1F1B1	sjmp	0x1F1C3	0x1f1c3
0x1F1B8	sjmp	0x1F1C3	0x1f1c3
0x1F1DC	cjne	0x0000A	a, #0x0a, 0x1f1df
0x1F1DF	jnc	0x1F24E	0x1f24e
0x1F1E7	jmp		@a+dptr
0x1F1E8	ljmp	0x1F249	0x1f249
0x1F1EB	ljmp	0x1F242	0x1f242
0x1F1EE	ljmp	0x1F23B	0x1f23b
0x1F1F1	ljmp	0x1F234	0x1f234
0x1F1F4	ljmp	0x1F22D	0x1f22d
0x1F1F7	ljmp	0x1F226	0x1f226
0x1F1FA	ljmp	0x1F21F	0x1f21f
0x1F1FD	ljmp	0x1F214	0x1f214
0x1F200	ljmp	0x1F20D	0x1f20d
0x1F203	ljmp	0x1F206	0x1f206
0x1F20B	sjmp	0x1F24E	0x1f24e
0x1F212	sjmp	0x1F24E	0x1f24e
0x1F21D	sjmp	0x1F24E	0x1f24e
0x1F224	sjmp	0x1F24E	0x1f24e
0x1F22B	sjmp	0x1F24E	0x1f24e
0x1F232	sjmp	0x1F24E	0x1f24e
0x1F239	sjmp	0x1F24E	0x1f24e
0x1F240	sjmp	0x1F24E	0x1f24e
0x1F247	sjmp	0x1F24E	0x1f24e
0x1F261	jnc	0x1F266	0x1f266
0x1F263	ljmp	0x1F137	0x1f137
0x1F275	jz	0x1F291	0x1f291
0x1F278	jz	0x1F2A2	0x1f2a2
0x1F27B	jz	0x1F2B3	0x1f2b3
0x1F27F	jnz	0x1F2C4	0x1f2c4
0x1F28F	sjmp	0x1F2CA	0x1f2ca
0x1F2A0	sjmp	0x1F2CA	0x1f2ca
0x1F2B1	sjmp	0x1F2CA	0x1f2ca
0x1F2C2	sjmp	0x1F2CA	0x1f2ca
0x1F2EA	jnc	0x1F300	0x1f300
0x1F2FE	sjmp	0x1F2D7	0x1f2d7
0x1F313	jnz	0x1F318	0x1f318
0x1F315	ljmp	0x1F40E	0x1f40e
0x1F318	jnb	0x00020	0x20.0, 0x1f32b                      ; [0x20:1]=0
0x1F329	sjmp	0x1F339	0x1f339
0x1F339	jnb	0x00020	0x20.1, 0x1f34c                      ; [0x20:1]=0
0x1F34A	sjmp	0x1F36D	0x1f36d
0x1F34C	jnb	0x00020	0x20.2, 0x1f35f                      ; [0x20:1]=0
0x1F35D	sjmp	0x1F36D	0x1f36d
0x1F36D	jnb	0x00020	0x20.3, 0x1f380                      ; [0x20:1]=0
0x1F37E	sjmp	0x1F38E	0x1f38e
0x1F38E	jnb	0x00020	0x20.4, 0x1f3a1                      ; [0x20:1]=0
0x1F39F	sjmp	0x1F3AF	0x1f3af
0x1F3AF	jnb	0x00020	0x20.5, 0x1f3f4                      ; [0x20:1]=0
0x1F3CB	jc	0x1F3DA	0x1f3da
0x1F3D8	sjmp	0x1F3E5	0x1f3e5
0x1F47D	jz	0x1F485	0x1f485
0x1F483	jnz	0x1F48E	0x1f48e
0x1F48C	sjmp	0x1F49B	0x1f49b
0x1F492	jnz	0x1F49B	0x1f49b
0x1F4BA	jnz	0x1F4BF	0x1f4bf
0x1F4BC	ljmp	0x1FC30	0x1fc30
0x1F4C6	jnz	0x1F4CA	0x1f4ca
0x1F4CA	jnz	0x1F4DE	0x1f4de
0x1F4D2	jb	0x00026	0x26.0, 0x1f4d8                      ; [0x26:1]=0
0x1F4D5	ljmp	0x1FC30	0x1fc30
0x1F4DB	ljmp	0x1FC30	0x1fc30
0x1F55B	jc	0x1F541	0x1f541
0x1F5F2	jnb	0x1F5F2	tcon.5, 0x1f5f2                      ; [0x88:1]=0
0x1F662	cjne	0x00000	r5, #0x00, 0x1f666
0x1F666	cjne	0x00003	r4, #0x03, 0x1f64c
0x1F669	cjne	0x0006B	r5, #0x6b, 0x1f64c
0x1F6CF	cjne	0x00000	r5, #0x00, 0x1f6d3
0x1F6D7	jnz	0x1F67B	0x1f67b
0x1F6F6	jc	0x1F71B	0x1f71b
0x1F718	ljmp	0x1FC30	0x1fc30
0x1F763	jc	0x1F749	0x1f749
0x1F768	jnb	0x00025	0x25.7, 0x1f76e                      ; [0x25:1]=0
0x1F76B	ljmp	0x1F955	0x1f955
0x1F796	jnz	0x1F7A1	0x1f7a1
0x1F79C	jz	0x1F7A1	0x1f7a1
0x1F79E	ljmp	0x1F820	0x1f820
0x1F7A1	jnb	0x00021	0x21.0, 0x1f7a7                      ; [0x21:1]=0
0x1F7A4	ljmp	0x1F820	0x1f820
0x1F7EA	jnc	0x1F800	0x1f800
0x1F7F5	jnz	0x1F7FD	0x1f7fd
0x1F7FB	jnz	0x1F800	0x1f800
0x1F7FD	jnb	0x00021	0x21.0, 0x1f7d0                      ; [0x21:1]=0
0x1F806	jnz	0x1F80E	0x1f80e
0x1F81B	jnc	0x1F820	0x1f820
0x1F81D	ljmp	0x1F78D	0x1f78d
0x1F834	jnz	0x1F83F	0x1f83f
0x1F83A	jz	0x1F83F	0x1f83f
0x1F83C	ljmp	0x1F944	0x1f944
0x1F83F	jnb	0x00021	0x21.0, 0x1f845                      ; [0x21:1]=0
0x1F842	ljmp	0x1F944	0x1f944
0x1F85F	jnz	0x1F868	0x1f868
0x1F866	sjmp	0x1F88D	0x1f88d
0x1F869	cjne	0x00001	a, #0x01, 0x1f875
0x1F873	sjmp	0x1F88D	0x1f88d
0x1F876	cjne	0x00002	a, #0x02, 0x1f882
0x1F880	sjmp	0x1F88D	0x1f88d
0x1F883	cjne	0x00003	a, #0x03, 0x1f88d
0x1F8D7	jnc	0x1F8ED	0x1f8ed
0x1F8E2	jnz	0x1F8EA	0x1f8ea
0x1F8E8	jnz	0x1F8ED	0x1f8ed
0x1F8EA	jnb	0x00021	0x21.0, 0x1f8bd                      ; [0x21:1]=0
0x1F91B	jc	0x1F92A	0x1f92a
0x1F93F	jnc	0x1F944	0x1f944
0x1F941	ljmp	0x1F82B	0x1f82b
0x1F952	ljmp	0x1FADF	0x1fadf
0x1F984	jnz	0x1F98F	0x1f98f
0x1F98A	jz	0x1F98F	0x1f98f
0x1F98C	ljmp	0x1FA0E	0x1fa0e
0x1F98F	jnb	0x00021	0x21.0, 0x1f995                      ; [0x21:1]=0
0x1F992	ljmp	0x1FA0E	0x1fa0e
0x1F9D8	jnc	0x1F9EE	0x1f9ee
0x1F9E3	jnz	0x1F9EB	0x1f9eb
0x1F9E9	jnz	0x1F9EE	0x1f9ee
0x1F9EB	jnb	0x00021	0x21.0, 0x1f9be                      ; [0x21:1]=0
0x1F9F4	jnz	0x1F9FC	0x1f9fc
0x1FA09	jnc	0x1FA0E	0x1fa0e
0x1FA0B	ljmp	0x1F97B	0x1f97b
0x1FA32	jnz	0x1FA3B	0x1fa3b
0x1FA39	sjmp	0x1FA64	0x1fa64
0x1FA40	cjne	0x00001	a, #0x01, 0x1fa4c
0x1FA4A	sjmp	0x1FA64	0x1fa64
0x1FA4D	cjne	0x00002	a, #0x02, 0x1fa59
0x1FA57	sjmp	0x1FA64	0x1fa64
0x1FA5A	cjne	0x00003	a, #0x03, 0x1fa64
0x1FAAE	jnc	0x1FAC4	0x1fac4
0x1FAB9	jnz	0x1FAC1	0x1fac1
0x1FABF	jnz	0x1FAC4	0x1fac4
0x1FAC1	jnb	0x00021	0x21.0, 0x1fa94                      ; [0x21:1]=0
0x1FAE8	jnz	0x1FAF3	0x1faf3
0x1FAEE	jz	0x1FAF3	0x1faf3
0x1FAF0	ljmp	0x1FC30	0x1fc30
0x1FAF3	jnb	0x00021	0x21.0, 0x1faf9                      ; [0x21:1]=0
0x1FAF6	ljmp	0x1FC30	0x1fc30
0x1FB14	jnc	0x1FB1F	0x1fb1f
0x1FB2C	jnc	0x1FB68	0x1fb68
0x1FB66	sjmp	0x1FB71	0x1fb71
0x1FB8C	jc	0x1FBA8	0x1fba8
0x1FBA6	sjmp	0x1FBC0	0x1fbc0
0x1FBC0	jnb	0x00026	0x26.0, 0x1fc27                      ; [0x26:1]=0
0x1FBC3	jnb	0x00025	0x25.0, 0x1fbd0                      ; [0x25:1]=0
0x1FBCA	jnz	0x1FBCE	0x1fbce
0x1FBCE	jz	0x1FC27	0x1fc27
0x1FC2D	ljmp	0x1F4B1	0x1f4b1
0x1FC30	jb	0x00021	0x21.0, 0x1fc59                      ; [0x21:1]=0
0x1FC57	jc	0x1FC3D	0x1fc3d
0x1FCA0	jb	0x1FCAE	acc.5, 0x1fcae                       ; [0xe0:1]=0
0x1FCA8	cjne	0x00000	r7, #0x00, 0x1fcac
0x1FCAC	sjmp	0x1FC9E	0x1fc9e
0x1FCB0	jnb	0x1FCBE	acc.5, 0x1fcbe                       ; [0xe0:1]=0
0x1FCB8	cjne	0x00000	r7, #0x00, 0x1fcbc
0x1FCBC	sjmp	0x1FCAE	0x1fcae
